聚类个数,ZL,ZR,ZF,ZM,ZC
15663,1.163090687833995,-0.3784146855324581,-0.08541603723560384,-0.0932452186222136,-0.16106287336269476
24461,-0.7008538556361696,-0.4173554580713783,-0.15862467509937073,-0.1578132975680373,-0.26437171698380185
5341,0.4848212856048717,-0.7995068626131818,2.4825161386551247,2.423400481444761,0.3146765479848841
4530,0.024522090921423607,0.01311472313699795,-0.24922233609451286,-0.2570602183003427,2.0958119356321996
12056,-0.3136315061866287,1.6887678836647106,-0.5741035495350999,-0.5363698831700181,-0.18847340162477275
